product_id,description,true_type,predicted_type,confidence,true_in_shortlist,correct,n_candidates,prompt_tokens,completion_tokens
15940,Thermostat | H-C 15 | Reverse Acting | Horizontal,Pneumatic Thermostats,Non-Configurable Non-Communicating Thermostats,1.0,True,False,12,294,26
27460,"Power Relay | 30A | DPST-NO/NC | 24 VAC/VDC | 4.0"" Track Mount",Power Relays,Power Relays,1.0,True,True,12,292,18
15858,T26 Series Line Voltage Wall Thermostate | Cooling Control Type | 24-277 VAC Supply Voltage | Automatic/Manual Mode Changeover | Liquid Filled Sensing Element |,Non-Configurable Non-Communicating Thermostats,Non-Configurable Non-Communicating Thermostats,1.0,True,True,12,324,26
22292,General Purpose Relay | Blade | DPDT | 10A | 24 VDC | Indicator | Check Button | cURus/CE Listed,General Purpose Relays,General Purpose Relays,1.0,True,True,12,292,19
15119,2 Position Selector Switch - 2 NO - 2 NC Contact (2 OX -2 XO) - Lever - IP65 Rating - 22 mm Size - Maintained Control Action - Spring Return From Left,Selector Switches,Selector Switches,1.0,True,True,12,308,18
27304,Power Supply | Enclosed | Input - 120 VAC | Output - 24 VAC | No Main Circuit Breaker | 24 VAC Circuit Breakers| 100 VA | Internal Wires | Class 2 (UL Approved ,Enclosed Transformers,Power Supplies,1.0,True,False,12,342,17
8858,"36.5""H x 24.38""W x 9.38"" D | Gray | Panel Door ONLY",Accessories - Enclosures,NEMA 1,0.8,True,False,12,290,19
24704,Chrome Pull Station Guard to Assist in Preventing False Alarms Caused by Inadvertent Blows to Pull Stations | 6.875 inch W x 6.5 inch H x 4.25 inch D | 7 Gauge ,Device Guards,Device Guards,1.0,True,True,12,323,17
18680,Pushbutton | 22 mm | Momentary | Non-Illuminated | Round - Extended | Available Cap Color - Black Green Red Blue White Yellow | 1 Normally Open | IP65 (Oiltight,Pushbuttons,Pushbuttons,1.0,True,True,12,305,17
20376,Pilot Light | 22 mm - TW Series | Square | Flat Lens | Engravable Lens | 120 VAC Step Down Transformer | LED Lamp | Multiple Colors Available| IP65,Pilot Lights,Pilot Lights,1.0,True,True,12,305,18
10838,Marker Card (RC610) | 31-40 | Horizontal | 10 Strips - 10 Per Strip,Accessories - Panel Devices,none_of_these,1.0,True,False,12,300,19
34333,"18/3 Copper Stranded Low Voltage Cable | Plenum Rated | UL Type CMP/CL2P/FT6 | Non-Shielded | Quantity 1 = 1,000 ft. | MUST SPECIFY [1] PACKAGING & COLOR",Control Cables,none_of_these,1.0,True,False,12,316,19
32841,600 Pound Single  Door Magnetic Lock With Indicating LED | 12 or 24 VDC | U.L. &C.U.L.,Magnetic Locks,Magnetic Locks,1.0,True,True,12,296,19
16357,T-5210 Pneumatic Temperature Transmitter | Copper Bulb with 5.5 inch Copper Capillary | Direct Action | Temperature Range 50-100 Deg F,Pneumatic Temp Transmitter,Pneumatic Temp Transmitter,1.0,True,True,12,310,21
9954,Control Transformer | 375 VA | 120 VAC Input - 24 VAC Output | Dual Threaded Hub & Foot Mounts | 7 Primary and Secondary Wires | UL 506 Recognized/RoHS,Control Transformers,Control Transformers,1.0,True,True,12,317,17
20489,"Elbow Adaptor | Male | 3/8"" Tube x 3/8"" NPT",Fittings & Connectors,Fittings & Connectors,1.0,True,True,12,286,20
15178,3 Position Selector Switch - 2 NO - 2 NC Contact ( XOO -OOX -OXX -XXO) - Key - IP65 Rating - 22 mm Size - Spring Return From Left Control Action,Selector Switches,Selector Switches,1.0,True,True,12,310,18
27367,"Low Coil Input Relay | Enclosed | 120 VAC Power Input & 5..25 VAC/VDC Control Input | 20 A | SPST | Override | 18 ms Operate Time | 16"" Wire Leads | LED | Hi/Lo",Pre-Packaged Relays (RIB/ PAM/ MR/ CVR),Power Relays,1.0,True,False,12,340,18
22787,DIN Rail | Slotted | 2 m Length | 35 mm Width x 7.5 mm |  Aluminum,DIN Rails / Snap Track,DIN Rails / Snap Track,1.0,True,True,12,280,21
22762,EV6 Screw & Post Jumper Hardware | 1 Piece,Accessories - Panel Devices,none_of_these,1.0,True,False,12,276,19
30152,Base Plate For ZS-100,Accessories - Dampers,Accessories - Panel Devices,0.8,True,False,12,266,20
27758,General Purpose Relay | Blade | 3PDT | 10A | 240 VAC | Indicator | cURus/CE Listed,General Purpose Relays,General Purpose Relays,1.0,True,True,12,295,19
15986,Beige Plastic Cover | Horizontal | JCI Logo | Without a Namplate / Thermometer or Setpoint,Accessories - Pneumatic Controls,Pneumatic Thermostat Covers,0.8,True,False,12,288,21
21572,General Purpose Relay | Blade | SPDT | 10A | 24 VDC | Indicator | cURus/CE Listed,General Purpose Relays,General Purpose Relays,1.0,True,True,12,289,19
12244,Control Transformer | 50 VA | 120/240/277/480 VAC Input - 24 VAC Output | Dual Threaded Hub & Foot Mounts | 8 Primary and Secondary Wires | Circuit Breaker | UL,Control Transformers,Control Transformers,1.0,True,True,12,331,17
24482,Power Relay | Blade | DPDT | 10A | 24 VAC | Indicator | cURus/CE Listed,General Purpose Relays,Power Relays,1.0,True,False,12,289,18
9510,Retro Pneumatic Room Thermostat | Day Direct 18 PSI | Night Direct 25 PSI | Dual Set Point | Single Output | Degrees C | Lens Cover,Pneumatic Thermostats,Pneumatic Thermostats,1.0,True,True,12,311,21
8863,"19.5""H x 16.13""W x 5.13"" D | Gray | Flush Mount Panel & Kit",Accessories - Enclosures,Subpanels,0.8,True,False,12,296,17
23054,DIN Rail Mount Socket for RY2S & RY22S Relays,Sockets,Sockets,0.8,True,True,12,275,17
14340,"Static Pressure Probe (Aspiration) | 2.0"" A x 0.5"" B | MUST SPECIFY [1] FITTING",Pitot Tubes & Pressure Probes,Pitot Tubes & Pressure Probes,0.8,True,True,12,286,23
26570,"Duct Temperature Sensor | Low Temperature - -328 to 392 F (-200 to 200 C) | 1K Platinum RTD w/Transmitter | 12"" Probe Length | Optional - 4 to 20 mA 0 to 5 VDC ",Freezer and Extreme Temperature Sensors,Strap-On Sensors,0.8,True,False,12,360,19
15170,3 Position Selector Switch - 2 NO Contact (XOO -OOX) - Knob - IP65 Rating - 22 mm Size - Spring Return From Left Control Action,Selector Switches,Selector Switches,1.0,True,True,12,301,18
9956,Control Transformer | 50 VA | 277 VAC Input - 24 VAC Output | Single Threaded Hub & Foot Mounts | 7.5 Primary and Secondary Wires | UL 5085-3 Listed/RoHS,Control Transformers,Control Transformers,1.0,True,True,12,319,17
27493,Access Card w/MAGNETIC STRIP | Dye Sublimation Printable on Both Sides w/Glossary Surface | Programmable In Any Wiegand Format [Including 26 Bit] | Used With Al,Proximity Readers,none_of_these,1.0,True,False,12,333,19
30101,"Ball Joint (5/16"" - 90 Degrees)",Accessories - Dampers,none_of_these,1.0,True,False,12,293,19
10093,"Analog to Pneumatic | 73 scim Bleed | Analog Input (0-5VDC) | Pressure Output (0-15PSI) | Single Valve | 0.010"" Bleed Orifice | 0-10V, 0-15V, 0-20mA Selectable",Analog To Pneumatic,Analog To Pneumatic,1.0,True,True,12,346,21
18568,22/2 Stranded Control Cable | Plenum Rated | UL Type CMP | Shielded | Quantity 1 = 1000 ft | MUST SPECIFY JACKET COLOR & PACKAGING,Control Cables,Control Cables,1.0,True,True,12,304,18
22804,Double Row Eurostyle Terminal Strip | 3 Pole | 20-10 AWG | 300 V / 30 A | 10 mm Spacing | For Panel/Chassis Mounting,Double Row Terminal Blocks,Double Row Terminal Blocks,1.0,True,True,12,310,19
27378,"Pilot Control Relay | Enclosed | 10..30 VAC/VDC / 120 VAC | 10 A | 2 x SPST-Normally Closed | 2 x Overrides | 20 ms Operate Time | 16"" Wire Leads | LED | UL Lis",Pre-Packaged Relays (RIB/ PAM/ MR/ CVR),Power Relays,1.0,True,False,12,341,18
16001,White Plastic Cover | Horizontal,Accessories - Pneumatic Controls,Pneumatic Thermostat Covers,0.8,True,False,12,271,21
12176,4 Track Mount Relay | 10 Amp | DPDT | 24 VAC/VDC / 208-277 VAC,Track Mounted Relays,Track Mounted Relays,1.0,True,True,12,294,19
16055,Terminal Connector with Two Angle Fittings for Surface Mounted Thermostats | Exposed Tubing,Accessories - Pneumatic Controls,Terminal Blocks,1.0,True,False,12,282,17
15926,Stat W/Sw Dir Horiz F,Pneumatic Thermostats,Pneumatic Signal Transmitter,0.8,True,False,3,212,21
14257,Current Switch | Internal w/Contact Status | Operating Range .50-20 Amps | Fixed Threshold | Contact Output | Enclosed | Normally Open | 24 VAC/VDC Coil,Current Switches,Current Switches,1.0,True,True,12,300,18
24203,Power Supply | Panel Mount | Input - 120 VAC | Output - 24 VAC | 10A Main Circuit Breaker | 24 VAC Circuit Breakers| 40 VA | Removable Terminal Cover Provided |,Enclosed Transformers,Power Supplies,1.0,True,False,12,345,17
15124,2 Position Selector Switch - 1 NC Contact (XO) - Knob - IP65 Rating - 22 mm Size - Spring Return From Right Control Action,Selector Switches,Selector Switches,1.0,True,True,12,297,18
24426,"21.00"" H x 21.00"" W | NEMA 12 | Solid White Steel Sub Panel",Subpanels,Subpanels,1.0,True,True,12,297,17
32899,2 inch Square Green Illuminated Pushbutton | PUSH TO EXIT | Momentary | SPDT 10 Amp Contacts | Single Gang Plate,Pushbuttons,Pushbuttons,1.0,True,True,12,292,17
